simulation_index,step,time,point_index,z,C1,C2,C3,C4,C5,C6
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,9.900000000000000000e+01,8.556783919597990007e+01,5.994163821559807658e+07,1.271295896369447708e+08,3.085195550402544811e+07,1.424319589098754525e+07,5.856617704258153681e+05,1.404789395621712611e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.000000000000000000e+02,8.643216080402009993e+01,6.075984582920674980e+07,1.282504791811979562e+08,3.092547311219366267e+07,1.425713753683009930e+07,5.857931384521948639e+05,1.404914613502836728e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.010000000000000000e+02,8.729648241206029979e+01,6.157347677414772660e+07,1.293463470563892871e+08,3.099128815089646354e+07,1.426752679605427943e+07,5.857785383368248586e+05,1.404689750427390391e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.020000000000000000e+02,8.816080402010049966e+01,6.238227274604068696e+07,1.304167710639042556e+08,3.104938386416668817e+07,1.427436100886946730e+07,5.856179707452127477e+05,1.404114855275190494e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.030000000000000000e+02,8.902512562814069952e+01,6.318597693201947212e+07,1.314613385314190835e+08,3.109974543796706945e+07,1.427763840084502473e+07,5.853114726982043358e+05,1.403190064107996295e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.040000000000000000e+02,8.988944723618089938e+01,6.398433407315111160e+07,1.324796463471161127e+08,3.114236000205468759e+07,1.427735808337728307e+07,5.848591175637751585e+05,1.401915600138038280e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.050000000000000000e+02,9.075376884422109924e+01,6.477709052648302168e+07,1.334713009930035919e+08,3.117721663153972849e+07,1.427352005393575691e+07,5.842610150397614343e+05,1.400291773674828291e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.060000000000000000e+02,9.161809045226129911e+01,6.556399432670184970e+07,1.344359185772981942e+08,3.120430634812130779e+07,1.426612519608857855e+07,5.835173111275399569e+05,1.398318982050263148e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.070000000000000000e+02,9.248241206030149897e+01,6.634479524738740176e+07,1.353731248658303916e+08,3.122362212098453939e+07,1.425517527930707298e+07,5.826281880966564640e+05,1.395997709522040095e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.080000000000000000e+02,9.334673366834169883e+01,6.711924486184552312e+07,1.362825553124324679e+08,3.123515886734480038e+07,1.424067295854958147e+07,5.815938644404185470e+05,1.393328527155405900e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.090000000000000000e+02,9.421105527638191290e+01,6.788709660350373387e+07,1.371638550882714391e+08,3.123891345262646303e+07,1.422262177362458967e+07,5.804145948224576423e+05,1.390312092683272203e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.100000000000000000e+02,9.507537688442211277e+01,6.864810582585459948e+07,1.380166791100898683e+08,3.123488469026459008e+07,1.420102614833333157e+07,5.790906700142774498e+05,1.386949150344728259e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.110000000000000000e+02,9.593969849246231263e+01,6.940202986193092167e+07,1.388406920673176050e+08,3.122307334111941606e+07,1.417589138939208910e+07,5.776224168238023994e+05,1.383240530701995303e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.120000000000000000e+02,9.680402010050251249e+01,7.014862808329872787e+07,1.396355684480211735e+08,3.120348211249436811e+07,1.414722368513442390e+07,5.760101980149436276e+05,1.379187150435860967e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.130000000000000000e+02,9.766834170854271235e+01,7.088766195855347812e+07,1.404009925636555254e+08,3.117611565674941242e+07,1.411503010399369337e+07,5.742544122182043502e+05,1.374790012119651947e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.140000000000000000e+02,9.853266331658291222e+01,7.161889511130487919e+07,1.411366585725862682e+08,3.114098056950247660e+07,1.407931859276619554e+07,5.723554938323438400e+05,1.370050203971795563e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.150000000000000000e+02,9.939698492462311208e+01,7.234209337763720751e+07,1.418422705023506880e+08,3.109808538741245493e+07,1.404009797465540282e+07,5.703139129171264358e+05,1.364968899587033375e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.160000000000000000e+02,1.002613065326633119e+02,7.305702486303071678e+07,1.425175422706263661e+08,3.104744058553801849e+07,1.399737794709773362e+07,5.681301750771816587e+05,1.359547357646355813e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.170000000000000000e+02,1.011256281407035118e+02,7.376345999873109162e+07,1.431621977048780024e+08,3.098905857426737994e+07,1.395116907937042974e+07,5.658048213370041922e+05,1.353786921605721873e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.180000000000000000e+02,1.019899497487437117e+02,7.446117159755285084e+07,1.437759705606525540e+08,3.092295369581438228e+07,1.390148280998211354e+07,5.633384280071239918e+05,1.347689019363652624e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.190000000000000000e+02,1.028542713567839115e+02,7.514993490910322964e+07,1.443586045384956896e+08,3.084914222027749941e+07,1.384833144384667650e+07,5.607316065414812183e+05,1.341255162907770427e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.200000000000000000e+02,1.037185929648241114e+02,7.582952767441318929e+07,1.449098532994602025e+08,3.076764234125810117e+07,1.379172814924120344e+07,5.579850033860398689e+05,1.334486947940378741e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.210000000000000000e+02,1.045829145728643113e+02,7.649973017996127903e+07,1.454294804791812301e+08,3.067847417103567347e+07,1.373168695454869233e+07,5.550992998186788755e+05,1.327386053483170399e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.220000000000000000e+02,1.054472361809045253e+02,7.716032531107702851e+07,1.459172597004909217e+08,3.058165973529747128e+07,1.366822274478634819e+07,5.520752117803993169e+05,1.319954241461166239e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.230000000000000000e+02,1.063115577889447252e+02,7.781109860470978916e+07,1.463729745845480263e+08,3.047722296742090210e+07,1.360135125792034157e+07,5.489134896978904726e+05,1.312193356265984476e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.240000000000000000e+02,1.071758793969849251e+02,7.845183830154943466e+07,1.467964187604575157e+08,3.036518970230720937e+07,1.353108908096794784e+07,5.456149182974984869e+05,1.304105324298554624e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.250000000000000000e+02,1.080402010050251249e+02,7.908233539748497307e+07,1.471873958733555973e+08,3.024558766976553202e+07,1.345745364588800259e+07,5.421803164106436307e+05,1.295692153491377539e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.260000000000000000e+02,1.089045226130653248e+02,7.970238369438746572e+07,1.475457195909387469e+08,3.011844648744649068e+07,1.338046322526072897e+07,5.386105367707348196e+05,1.286955932810467057e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.270000000000000000e+02,1.097688442211055246e+02,8.031177985020408034e+07,1.478712136084128320e+08,2.998379765332515165e+07,1.330013692775801010e+07,5.349064658016315661e+05,1.277898831737081782e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.280000000000000000e+02,1.106331658291457245e+02,8.091032342834939063e+07,1.481637116518415809e+08,2.984167453773322329e+07,1.321649469340516813e+07,5.310690233977059834e+05,1.268523099729385140e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.290000000000000000e+02,1.114974874371859244e+02,8.149781694638133049e+07,1.484230574798746705e+08,2.969211237494080514e+07,1.312955728863552026e+07,5.270991626955600223e+05,1.258831065664163471e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.300000000000000000e+02,1.123618090452261242e+02,8.207406592394886911e+07,1.486491048838340044e+08,2.953514825428818911e+07,1.303934630113887787e+07,5.229978698374532396e+05,1.248825137258741597e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.310000000000000000e+02,1.132261306532663241e+02,8.263887892999868095e+07,1.488417176861414313e+08,2.937082111086858436e+07,1.294588413450527564e+07,5.187661637265012832e+05,1.238507800473239768e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.320000000000000000e+02,1.140904522613065240e+02,8.319206762922923267e+07,1.490007697370682359e+08,2.919917171576274186e+07,1.284919400266528502e+07,5.144050957737057470e+05,1.227881618893320992e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.330000000000000000e+02,1.149547738693467238e+02,8.373344682777971029e+07,1.491261449097906947e+08,2.902024266582678258e+07,1.274929992412826978e+07,5.099157496368775610e+05,1.216949233093580406e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.340000000000000000e+02,1.158190954773869237e+02,8.426283451814262569e+07,1.492177370937346816e+08,2.883407837303472683e+07,1.264622671602003276e+07,5.052992409515189938e+05,1.205713359981737594e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.350000000000000000e+02,1.166834170854271377e+02,8.478005192328882217e+07,1.492754501861948073e+08,2.864072505337743834e+07,1.253999998792130500e+07,5.005567170537319034e+05,1.194176792123792547e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.360000000000000000e+02,1.175477386934673376e+02,8.528492353999392688e+07,1.492991980822131336e+08,2.844023071531985700e+07,1.243064613550866768e+07,4.956893566952199326e+05,1.182342397050312720e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.370000000000000000e+02,1.184120603015075375e+02,8.577727718135510385e+07,1.492889046627037525e+08,2.823264514781872183e+07,1.231819233399940841e+07,4.906983697504570591e+05,1.170213116544028162e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.380000000000000000e+02,1.192763819095477373e+02,8.625694401848839223e+07,1.492445037808111012e+08,2.801801990790288150e+07,1.220266653140201047e+07,4.855849969160931068e+05,1.157791965908903803e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.390000000000000000e+02,1.201407035175879372e+02,8.672375862139543891e+07,1.491659392464891970e+08,2.779640830781880766e+07,1.208409744157392345e+07,4.803505094026733423e+05,1.145082033220879966e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.400000000000000000e+02,1.210050251256281371e+02,8.717755899899040163e+07,1.490531648092911243e+08,2.756786540174390748e+07,1.196251453708832152e+07,4.749962086187473033e+05,1.132086478560459072e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.410000000000000000e+02,1.218693467336683369e+02,8.761818663827618957e+07,1.489061441393580437e+08,2.733244797207034379e+07,1.183794804191166908e+07,4.695234258474454982e+05,1.118808533227335138e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.420000000000000000e+02,1.227336683417085368e+02,8.804548654266130924e+07,1.487248508065978289e+08,2.709021451526239514e+07,1.171042892389387637e+07,4.639335219156051171e+05,1.105251498937258730e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.430000000000000000e+02,1.235979899497487366e+02,8.845930726940669119e+07,1.485092682580445707e+08,2.684122522729036212e+07,1.157998888707292639e+07,4.582278868555266527e+05,1.091418747001336887e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.440000000000000000e+02,1.244623115577889365e+02,8.885950096619372070e+07,1.482593897933905423e+08,2.658554198864435405e+07,1.144666036379589140e+07,4.524079395594449597e+05,1.077313717487974354e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.450000000000000000e+02,1.253266331658291364e+02,8.924592340680405498e+07,1.479752185386830568e+08,2.632322834893126413e+07,1.131047650665828027e+07,4.464751274268016568e+05,1.062939918367661303e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.460000000000000000e+02,1.261909547738693362e+02,8.961843402590192854e+07,1.476567674181790948e+08,2.605434951105845720e+07,1.117147118026374467e+07,4.404309260044068214e+05,1.048300924640823941e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.470000000000000000e+02,1.270552763819095361e+02,8.997689595291014016e+07,1.473040591243525147e+08,2.577897231500786170e+07,1.102967895280617662e+07,4.342768386195772327e+05,1.033400377448951767e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.480000000000000000e+02,1.279195979899497502e+02,9.032117604497116804e+07,1.469171260860468745e+08,2.549716522120418400e+07,1.088513508747630380e+07,4.280143960063457489e+05,1.018241983169223677e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.490000000000000000e+02,1.287839195979899500e+02,9.065114491898469627e+07,1.464960104347709417e+08,2.520899829348120838e+07,1.073787553369489498e+07,4.216451559248320991e+05,1.002829512492859794e+05
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.500000000000000000e+02,1.296482412060301499e+02,9.096667698271326721e+07,1.460407639691313505e+08,2.491454318165014312e+07,1.058793691817479581e+07,4.151707027738710167e+05,9.871667994874250144e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.510000000000000000e+02,1.305125628140703498e+02,9.126765046494817734e+07,1.455514481174006462e+08,2.461387310367420688e+07,1.043535653581398539e+07,4.085926471969939303e+05,9.712577406433214492e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.520000000000000000e+02,1.313768844221105496e+02,9.155394744472815096e+07,1.450281338982170522e+08,2.430706282745372877e+07,1.028017234042192623e+07,4.019126256818622933e+05,9.551062939047024702e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.530000000000000000e+02,1.322412060301507495e+02,9.182545387960232794e+07,1.444709018794146776e+08,2.399418865222605690e+07,1.012242293528152816e+07,3.951323001532512717e+05,9.387164776850544149e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.540000000000000000e+02,1.331055276381909493e+02,9.208205963293172419e+07,1.438798421349835694e+08,2.367532838958486915e+07,9.962147563549052924e+06,3.882533575596873998e+05,9.220923698676860658e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.550000000000000000e+02,1.339698492462311492e+02,9.232365850022119284e+07,1.432550542001582682e+08,2.335056134412336722e+07,9.799386098494376987e+06,3.812775094538396806e+05,9.052381067913793959e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.560000000000000000e+02,1.348341708542713491e+02,9.255014823447579145e+07,1.425966470246365666e+08,2.301996829370615631e+07,9.634179033584004268e+06,3.742064915667718160e+05,8.881578822214489628e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.570000000000000000e+02,1.356984924623115489e+02,9.276143057057505846e+07,1.419047389239282608e+08,2.268363146937453747e+07,9.466567472409320995e+06,3.670420633761592326e+05,8.708559463064708689e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.580000000000000000e+02,1.365628140703517488e+02,9.295741124865938723e+07,1.411794575288369656e+08,2.234163453489016742e+07,9.296593118462601677e+06,3.597860076685796957e+05,8.533366045209369622e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.590000000000000000e+02,1.374271356783919487e+02,9.313800003652241826e+07,1.404209397330766618e+08,2.199406256592203677e+07,9.124298264763284475e+06,3.524401300959859509e+05,8.356042165940995619e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.600000000000000000e+02,1.382914572864321485e+02,9.330311075100432336e+07,1.396293316390265822e+08,2.164100202888192609e+07,8.949725783337142318e+06,3.450062587264696485e+05,8.176631954252731521e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.610000000000000000e+02,1.391557788944723484e+02,9.345266127838069201e+07,1.388047885016284287e+08,2.128254075941351429e+07,8.772919114550899714e+06,3.374862435894309892e+05,7.995180059858618188e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.620000000000000000e+02,1.400201005025125482e+02,9.358657359374232590e+07,1.379474746704300940e+08,2.091876794054037333e+07,8.593922256305031478e+06,3.298819562152651488e+05,7.811731642083873157e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.630000000000000000e+02,1.408844221105527481e+02,9.370477377936100960e+07,1.370575635297818482e+08,2.054977408047832921e+07,8.412779753087349236e+06,3.221952891696802108e+05,7.626332358627932263e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.640000000000000000e+02,1.417487437185929480e+02,9.380719204203727841e+07,1.361352374371900260e+08,2.017565099011758715e+07,8.229536684890178032e+06,3.144281555827630800e+05,7.439028354203033086e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.650000000000000000e+02,1.426130653266331478e+02,9.389376272942610085e+07,1.351806876598358154e+08,1.979649176018016785e+07,8.044238655993825756e+06,3.065824886729112477e+05,7.249866249051224440e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.660000000000000000e+02,1.434773869346733477e+02,9.396442434533642232e+07,1.341941143092653155e+08,1.941239073805836961e+07,7.856931783619157970e+06,2.986602412657469977e+05,7.058893127342576918e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.670000000000000000e+02,1.443417085427135760e+02,9.401911956400156021e+07,1.331757262742597163e+08,1.902344350433991477e+07,7.667662686452098191e+06,2.906633853081358247e+05,6.866156525457567477e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.680000000000000000e+02,1.452060301507537758e+02,9.405779524331688881e+07,1.321257411518934071e+08,1.862974684902556986e+07,7.476478473042922094e+06,2.825939113774283323e+05,6.671704420156481501e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.690000000000000000e+02,1.460703517587939757e+02,9.408040243704175949e+07,1.310443851767892540e+08,1.823139874744526669e+07,7.283426730083210394e+06,2.744538281860494753e+05,6.475585216638832935e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.700000000000000000e+02,1.469346733668341756e+02,9.408689640596346557e+07,1.299318931485811770e+08,1.782849833587844670e+07,7.088555510563395917e+06,2.662451620815562783e+05,6.277847736495741992e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.710000000000000000e+02,1.477989949748743754e+02,9.407723662802024186e+07,1.287885083575939685e+08,1.742114588688496500e+07,6.891913321813859046e+06,2.579699565422913583e+05,6.078541205558281217e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.720000000000000000e+02,1.486633165829145753e+02,9.405138680738133192e+07,1.276144825087514669e+08,1.700944278435237333e+07,6.693549113432509825e+06,2.496302716687549837e+05,5.877715241644813796e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.730000000000000000e+02,1.495276381909547752e+02,9.400931488248236477e+07,1.264100756437246054e+08,1.659349149826601706e+07,6.493512265101924539e+06,2.412281836708239280e+05,5.675419842210381466e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.740000000000000000e+02,1.503919597989949750e+02,9.395099303301407397e+07,1.251755560613315105e+08,1.617339555920806341e+07,6.291852574299002066e+06,2.327657843509445083e+05,5.471705371901196486e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.750000000000000000e+02,1.512562814070351749e+02,9.387639768586292863e+07,1.239112002362024337e+08,1.574925953259183280e+07,6.088620243900251575e+06,2.242451805834282131e+05,5.266622550017361209e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.760000000000000000e+02,1.521206030150753747e+02,9.378550952000278234e+07,1.226172927357226014e+08,1.532118899263784848e+07,5.883865869685774669e+06,2.156684937899797806e+05,5.060222437886919943e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.770000000000000000e+02,1.529849246231155746e+02,9.367831347033593059e+07,1.212941261352671385e+08,1.488929049609802105e+07,5.677640427745045163e+06,2.070378594115879969e+05,4.852556426154391374e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.780000000000000000e+02,1.538492462311557745e+02,9.355479873048356175e+07,1.199420009317424297e+08,1.445367155573455803e+07,5.469995261787651107e+06,1.983554263769111130e+05,4.643676221986953897e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.790000000000000000e+02,1.547135678391959743e+02,9.341495875452415645e+07,1.185612254554487169e+08,1.401444061356012896e+07,5.260982070362121798e+06,1.896233565672893892e+05,4.433633836201450322e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.800000000000000000e+02,1.555778894472361742e+02,9.325885832065692544e+07,1.171523437760881633e+08,1.357188470527560636e+07,5.050826018738746643e+06,1.808624395080518734e+05,4.223111474598716450e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.810000000000000000e+02,1.564422110552763741e+02,9.308642852526976168e+07,1.157154349466388375e+08,1.312591030492933281e+07,4.839362007321753539e+06,1.720452866060457600e+05,4.011021862900637643e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.820000000000000000e+02,1.573065326633165739e+02,9.289767557543499768e+07,1.142508304471942186e+08,1.267663082848716155e+07,4.626651668553646654e+06,1.631799686638760031e+05,3.797803906490172812e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.830000000000000000e+02,1.581708542713567738e+02,9.269260993453790247e+07,1.127588692176763862e+08,1.222416029303473234e+07,4.412755114312142134e+06,1.542714134317803255e+05,3.583604180667664332e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.840000000000000000e+02,1.590351758793969736e+02,9.247124631518867612e+07,1.112398975519097000e+08,1.176861330716748908e+07,4.197731295294538140e+06,1.453230989820245886e+05,3.368498672250215168e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.850000000000000000e+02,1.598994974874371735e+02,9.223360367073458433e+07,1.096942689894688874e+08,1.131010505939910002e+07,3.981638284164600074e+06,1.363378372766127286e+05,3.152546447735634501e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.860000000000000000e+02,1.607638190954773734e+02,9.197970518768517673e+07,1.081223442117495984e+08,1.084875130658491515e+07,3.764533498316891957e+06,1.273181365826800466e+05,2.935802634927961117e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.870000000000000000e+02,1.616281407035175732e+02,9.170957828136347234e+07,1.065244909485000372e+08,1.038466836400690116e+07,3.546473874815522227e+06,1.182663689345928142e+05,2.718321555301183616e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.880000000000000000e+02,1.624924623115577731e+02,9.142325459537382424e+07,1.049010838960670829e+08,9.917973097109178081e+06,3.327516007242151536e+06,1.091848473507444724e+05,2.500157472059330757e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.890000000000000000e+02,1.633567839195979730e+02,9.112077000293643773e+07,1.032525046415276080e+08,9.448782912867512554e+06,3.107716251896097790e+06,1.000758612746332656e+05,2.281364760980427673e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.900000000000000000e+02,1.642211055276381728e+02,9.080216460644929111e+07,1.015791415823870152e+08,8.977215747810145840e+06,2.887130809132184368e+06,9.094169267695004237e+04,2.061997941498799264e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.910000000000000000e+02,1.650854271356783727e+02,9.046748273188272119e+07,9.988138983255001903e+07,8.503390050455402583e+06,2.665815784567045514e+06,8.178462320475216256e+04,1.842111673925333889e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.920000000000000000e+02,1.659497487437186010e+02,9.011677291652359068e+07,9.815965111088015139e+07,8.027424757872401737e+06,2.443827234221359715e+06,7.260693718553254439e+04,1.621760748443974808e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.930000000000000000e+02,1.668140703517588008e+02,8.975008789091999829e+07,9.641433361524981260e+07,7.549439267998240888e+06,2.221221197125301696e+06,6.341092271180252283e+04,1.401000072093385279e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.940000000000000000e+02,1.676783919597990007e+02,8.936748455739189684e+07,9.464585188908793032e+07,7.069553410274570808e+06,1.998053718324850546e+06,5.419887183650745283e+04,1.179884655239401036e+04
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.950000000000000000e+02,1.685427135678392006e+02,8.896902396767835319e+07,9.285462668776075542e+07,6.587887416883388534e+06,1.774380864571577869e+06,4.497308035628704965e+04,9.584695979053049086e+03
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.960000000000000000e+02,1.694070351758794004e+02,8.855477130148531497e+07,9.104108484964533150e+07,6.104561895821303129e+06,1.550258734347386518e+06,3.573584740346593753e+04,7.368100760513659225e+03
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.970000000000000000e+02,1.702713567839196003e+02,8.812479584655162692e+07,8.920565917341503501e+07,5.619697805921142921e+06,1.325743463367518503e+06,2.648947494909902161e+04,5.149613278283631189e+03
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.980000000000000000e+02,1.711356783919598001e+02,8.767917097992953658e+07,8.734878830045711994e+07,5.133416433178070001e+06,1.100891226364427246e+06,1.723626726451408831e+04,2.929786398136679054e+03
0.000000000000000000e+00,5.990000000000000000e+02,5.990000000000000568e+01,1.990000000000000000e+02,1.720000000000000000e+02,8.721797414984594285e+07,8.547091660054183006e+07,4.645839367811647244e+06,8.757582360752517125e+05,7.978530396970651964e+03,7.091733437086782033e+02
